"Country or Area","Year(s)","Variant","Value"
"Ireland","2057","Constant fertility","5824.828"
"Ireland","2057","Instant replacement","6223.22"
"Ireland","2057","Zero migration","5307.613"
"Ireland","2057","Constant mortality","5552.535"
"Ireland","2057","No change","5594.954"
"Ireland","2057","Momentum","5495.429"
"Ireland","2057","Instant replacement zero migration","5721.332"
"Ireland","2057","Median PI","5782.303"
"Ireland","2057","Upper 80 PI","6108.802"
"Ireland","2057","Lower 80 PI","5486.669"
"Ireland","2057","Upper 95 PI","6279.916"
"Ireland","2057","Lower 95 PI","5335.204"
"Ireland","2056","Medium","5777.63"
"Ireland","2056","High","6332.766"
"Ireland","2056","Low","5239.295"
"Ireland","2056","Constant fertility","5818.382"
"Ireland","2056","Instant replacement","6200.762"
"Ireland","2056","Zero migration","5318.294"
"Ireland","2056","Constant mortality","5558.255"
"Ireland","2056","No change","5598.905"
"Ireland","2056","Momentum","5499.75"
"Ireland","2056","Instant replacement zero migration","5715.667"
"Ireland","2056","Median PI","5777.63"
"Ireland","2056","Upper 80 PI","6094.622"
"Ireland","2056","Lower 80 PI","5491.884"
"Ireland","2056","Upper 95 PI","6258.632"
"Ireland","2056","Lower 95 PI","5347.316"
"Ireland","2055","Medium","5771.955"
"Ireland","2055","High","6304.494"
"Ireland","2055","Low","5253.083"
"Ireland","2055","Constant fertility","5810.886"
"Ireland","2055","Instant replacement","6177.889"
"Ireland","2055","Zero migration","5327.838"
"Ireland","2055","Constant mortality","5562.882"
"Ireland","2055","No change","5601.726"
"Ireland","2055","Momentum","5503.42"
"Ireland","2055","Instant replacement zero migration","5709.398"
"Ireland","2055","Median PI","5771.955"
"Ireland","2055","Upper 80 PI","6078.928"
"Ireland","2055","Lower 80 PI","5494.754"
"Ireland","2055","Upper 95 PI","6235.423"
"Ireland","2055","Lower 95 PI","5358.723"
"Ireland","2054","Medium","5765.164"
"Ireland","2054","High","6275.949"
"Ireland","2054","Low","5265.351"
"Ireland","2054","Constant fertility","5802.283"
"Ireland","2054","Instant replacement","6154.542"
"Ireland","2054","Zero migration","5336.148"
"Ireland","2054","Constant mortality","5566.269"
"Ireland","2054","No change","5603.313"
"Ireland","2054","Momentum","5506.35"
"Ireland","2054","Instant replacement zero migration","5702.476"
"Ireland","2054","Median PI","5765.164"
"Ireland","2054","Upper 80 PI","6060.548"
"Ireland","2054","Lower 80 PI","5495.311"
"Ireland","2054","Upper 95 PI","6206.215"
"Ireland","2054","Lower 95 PI","5366.556"
"Ireland","2053","Medium","5757.13"
"Ireland","2053","High","6246.917"
"Ireland","2053","Low","5276.031"
"Ireland","2053","Constant fertility","5792.417"
"Ireland","2053","Instant replacement","6130.544"
"Ireland","2053","Zero migration","5343.118"
"Ireland","2053","Constant mortality","5568.344"
"Ireland","2053","No change","5603.562"
"Ireland","2053","Momentum","5508.44"
"Ireland","2053","Instant replacement zero migration","5694.763"
"Ireland","2053","Median PI","5757.13"
"Ireland","2053","Upper 80 PI","6041.411"
"Ireland","2053","Lower 80 PI","5494.948"
"Ireland","2053","Upper 95 PI","6176.146"
"Ireland","2053","Lower 95 PI","5373.954"
"Ireland","2052","Medium","5747.775"
"Ireland","2052","High","6217.236"
"Ireland","2052","Low","5285.095"
"Ireland","2052","Constant fertility","5781.213"
"Ireland","2052","Instant replacement","6105.792"
"Ireland","2052","Zero migration","5348.674"
"Ireland","2052","Constant mortality","5569.01"
"Ireland","2052","No change","5602.386"
"Ireland","2052","Momentum","5509.578"
"Ireland","2052","Instant replacement zero migration","5686.16"
"Ireland","2052","Median PI","5747.775"
"Ireland","2052","Upper 80 PI","6021.402"
"Ireland","2052","Lower 80 PI","5495.659"
"Ireland","2052","Upper 95 PI","6148.354"
"Ireland","2052","Lower 95 PI","5382.727"
"Ireland","2051","Medium","5736.958"
"Ireland","2051","High","6186.668"
"Ireland","2051","Low","5292.474"
"Ireland","2051","Constant fertility","5768.645"
"Ireland","2051","Instant replacement","6080.204"
"Ireland","2051","Zero migration","5352.69"
"Ireland","2051","Constant mortality","5568.081"
"Ireland","2051","No change","5599.708"
"Ireland","2051","Momentum","5509.642"
"Ireland","2051","Instant replacement zero migration","5676.592"
"Ireland","2051","Median PI","5736.958"
"Ireland","2051","Upper 80 PI","5998.115"
"Ireland","2051","Lower 80 PI","5494.1"
"Ireland","2051","Upper 95 PI","6121.766"
"Ireland","2051","Lower 95 PI","5389.596"
"Ireland","2050","Medium","5724.686"
"Ireland","2050","High","6155.115"
"Ireland","2050","Low","5298.232"
"Ireland","2050","Constant fertility","5754.655"
"Ireland","2050","Instant replacement","6053.649"
"Ireland","2050","Zero migration","5355.19"
"Ireland","2050","Constant mortality","5565.549"
"Ireland","2050","No change","5595.466"
"Ireland","2050","Momentum","5508.507"
"Ireland","2050","Instant replacement zero migration","5665.95"
"Ireland","2050","Median PI","5724.686"
"Ireland","2050","Upper 80 PI","5972.506"
"Ireland","2050","Lower 80 PI","5490.805"
"Ireland","2050","Upper 95 PI","6091.54"
"Ireland","2050","Lower 95 PI","5391.532"
"Ireland","2049","Medium","5711.065"
"Ireland","2049","High","6122.578"
"Ireland","2049","Low","5302.521"
"Ireland","2049","Constant fertility","5739.249"
"Ireland","2049","Instant replacement","6026.043"
"Ireland","2049","Zero migration","5356.262"
"Ireland","2049","Constant mortality","5561.472"
"Ireland","2049","No change","5589.611"
"Ireland","2049","Momentum","5506.059"
"Ireland","2049","Instant replacement zero migration","5654.161"
"Ireland","2049","Median PI","5711.066"
"Ireland","2049","Upper 80 PI","5945.61"
"Ireland","2049","Lower 80 PI","5487.605"
"Ireland","2049","Upper 95 PI","6061.926"
"Ireland","2049","Lower 95 PI","5390.878"
"Ireland","2048","Medium","5695.971"
"Ireland","2048","High","6088.831"
"Ireland","2048","Low","5305.283"
"Ireland","2048","Constant fertility","5722.417"
"Ireland","2048","Instant replacement","5997.288"
"Ireland","2048","Zero migration","5355.803"
"Ireland","2048","Constant mortality","5555.743"
"Ireland","2048","No change","5582.144"
"Ireland","2048","Momentum","5502.212"
"Ireland","2048","Instant replacement zero migration","5641.133"
"Ireland","2048","Median PI","5695.971"
"Ireland","2048","Upper 80 PI","5919.487"
"Ireland","2048","Lower 80 PI","5483.17"
"Ireland","2048","Upper 95 PI","6034.3"
"Ireland","2048","Lower 95 PI","5388.242"
"Ireland","2047","Medium","5679.407"
"Ireland","2047","High","6053.803"
"Ireland","2047","Low","5306.555"
"Ireland","2047","Constant fertility","5704.19"
"Ireland","2047","Instant replacement","5967.355"
"Ireland","2047","Zero migration","5353.831"
"Ireland","2047","Constant mortality","5548.348"
"Ireland","2047","No change","5573.095"
"Ireland","2047","Momentum","5496.928"
"Ireland","2047","Instant replacement zero migration","5626.846"
"Ireland","2047","Median PI","5679.406"
"Ireland","2047","Upper 80 PI","5891.847"
"Ireland","2047","Lower 80 PI","5476.757"
"Ireland","2047","Upper 95 PI","6002.083"
"Ireland","2047","Lower 95 PI","5382.084"
"Ireland","2046","Medium","5661.52"
"Ireland","2046","High","6017.596"
"Ireland","2046","Low","5306.506"
"Ireland","2046","Constant fertility","5684.633"
"Ireland","2046","Instant replacement","5936.261"
"Ireland","2046","Zero migration","5350.485"
"Ireland","2046","Constant mortality","5539.417"
"Ireland","2046","No change","5562.498"
"Ireland","2046","Momentum","5490.22"
"Ireland","2046","Instant replacement zero migration","5611.328"
"Ireland","2046","Median PI","5661.52"
"Ireland","2046","Upper 80 PI","5861.05"
"Ireland","2046","Lower 80 PI","5469.231"
"Ireland","2046","Upper 95 PI","5963.953"
"Ireland","2046","Lower 95 PI","5375.289"
"Ireland","2045","Medium","5642.439"
"Ireland","2045","High","5980.307"
"Ireland","2045","Low","5305.267"
"Ireland","2045","Constant fertility","5663.828"
"Ireland","2045","Instant replacement","5904.064"
"Ireland","2045","Zero migration","5345.897"
"Ireland","2045","Constant mortality","5529.081"
"Ireland","2045","No change","5550.435"
"Ireland","2045","Momentum","5482.133"
"Ireland","2045","Instant replacement zero migration","5594.638"
"Ireland","2045","Median PI","5642.439"
"Ireland","2045","Upper 80 PI","5830.696"
"Ireland","2045","Lower 80 PI","5462.058"
"Ireland","2045","Upper 95 PI","5925.02"
"Ireland","2045","Lower 95 PI","5368.422"
"Ireland","2044","Medium","5622.145"
"Ireland","2044","High","5941.908"
"Ireland","2044","Low","5302.813"
"Ireland","2044","Constant fertility","5641.878"
"Ireland","2044","Instant replacement","5870.867"
"Ireland","2044","Zero migration","5340.038"
"Ireland","2044","Constant mortality","5517.3"
"Ireland","2044","No change","5537.004"
"Ireland","2044","Momentum","5472.748"
"Ireland","2044","Instant replacement zero migration","5576.865"
"Ireland","2044","Median PI","5622.146"
"Ireland","2044","Upper 80 PI","5799.468"
"Ireland","2044","Lower 80 PI","5453.293"
"Ireland","2044","Upper 95 PI","5887.797"
"Ireland","2044","Lower 95 PI","5360.89"
"Ireland","2043","Medium","5600.737"
"Ireland","2043","High","5902.489"
"Ireland","2043","Low","5299.224"
"Ireland","2043","Constant fertility","5618.901"
"Ireland","2043","Instant replacement","5836.777"
"Ireland","2043","Zero migration","5333.009"
"Ireland","2043","Constant mortality","5504.153"
"Ireland","2043","No change","5522.295"
"Ireland","2043","Momentum","5462.157"
"Ireland","2043","Instant replacement zero migration","5558.124"
"Ireland","2043","Median PI","5600.737"
"Ireland","2043","Upper 80 PI","5766.762"
"Ireland","2043","Lower 80 PI","5441.815"
"Ireland","2043","Upper 95 PI","5851.615"
"Ireland","2043","Lower 95 PI","5353.363"
"Ireland","2042","Medium","5578.394"
"Ireland","2042","High","5862.233"
"Ireland","2042","Low","5294.668"
"Ireland","2042","Constant fertility","5595.007"
"Ireland","2042","Instant replacement","5801.895"
"Ireland","2042","Zero migration","5324.982"
"Ireland","2042","Constant mortality","5489.823"
"Ireland","2042","No change","5506.416"
"Ireland","2042","Momentum","5450.443"
"Ireland","2042","Instant replacement zero migration","5538.5"
"Ireland","2042","Median PI","5578.394"
"Ireland","2042","Upper 80 PI","5732.082"
"Ireland","2042","Lower 80 PI","5427.923"
"Ireland","2042","Upper 95 PI","5813.359"
"Ireland","2042","Lower 95 PI","5347.15"
"Ireland","2041","Medium","5555.162"
"Ireland","2041","High","5821.198"
"Ireland","2041","Low","5289.178"
"Ireland","2041","Constant fertility","5570.278"
"Ireland","2041","Instant replacement","5766.3"
"Ireland","2041","Zero migration","5315.984"
"Ireland","2041","Constant mortality","5474.377"
"Ireland","2041","No change","5489.472"
"Ireland","2041","Momentum","5437.689"
"Ireland","2041","Instant replacement zero migration","5518.051"
"Ireland","2041","Median PI","5555.162"
"Ireland","2041","Upper 80 PI","5697.155"
"Ireland","2041","Lower 80 PI","5413.086"
"Ireland","2041","Upper 95 PI","5773.66"
"Ireland","2041","Lower 95 PI","5340.325"
"Ireland","2040","Medium","5531.181"
"Ireland","2040","High","5779.516"
"Ireland","2040","Low","5282.868"
"Ireland","2040","Constant fertility","5544.859"
"Ireland","2040","Instant replacement","5730.12"
"Ireland","2040","Zero migration","5306.141"
"Ireland","2040","Constant mortality","5457.907"
"Ireland","2040","No change","5471.569"
"Ireland","2040","Momentum","5423.972"
"Ireland","2040","Instant replacement zero migration","5496.896"
"Ireland","2040","Median PI","5531.182"
"Ireland","2040","Upper 80 PI","5662.345"
"Ireland","2040","Lower 80 PI","5396.859"
"Ireland","2040","Upper 95 PI","5736.275"
"Ireland","2040","Lower 95 PI","5331.279"
"Ireland","2039","Medium","5506.567"
"Ireland","2039","High","5737.306"
"Ireland","2039","Low","5275.831"
"Ireland","2039","Constant fertility","5518.865"
"Ireland","2039","Instant replacement","5693.449"
"Ireland","2039","Zero migration","5295.546"
"Ireland","2039","Constant mortality","5440.517"
"Ireland","2039","No change","5452.806"
"Ireland","2039","Momentum","5409.349"
"Ireland","2039","Instant replacement zero migration","5475.104"
"Ireland","2039","Median PI","5506.567"
"Ireland","2039","Upper 80 PI","5629.362"
"Ireland","2039","Lower 80 PI","5380.343"
"Ireland","2039","Upper 95 PI","5698.62"
"Ireland","2039","Lower 95 PI","5320.584"
"Ireland","2038","Medium","5481.441"
"Ireland","2038","High","5694.707"
"Ireland","2038","Low","5268.175"
"Ireland","2038","Constant fertility","5492.382"
"Ireland","2038","Instant replacement","5656.364"
"Ireland","2038","Zero migration","5284.313"
"Ireland","2038","Constant mortality","5422.341"
"Ireland","2038","No change","5433.27"
"Ireland","2038","Momentum","5393.88"
"Ireland","2038","Instant replacement zero migration","5452.736"
"Ireland","2038","Median PI","5481.442"
"Ireland","2038","Upper 80 PI","5596.953"
"Ireland","2038","Lower 80 PI","5364.142"
"Ireland","2038","Upper 95 PI","5659.039"
"Ireland","2038","Lower 95 PI","5308.359"
"Ireland","2037","Medium","5455.791"
"Ireland","2037","High","5651.716"
"Ireland","2037","Low","5259.864"
"Ireland","2037","Constant fertility","5465.494"
"Ireland","2037","Instant replacement","5618.954"
"Ireland","2037","Zero migration","5272.41"
"Ireland","2037","Constant mortality","5403.347"
"Ireland","2037","No change","5413.042"
"Ireland","2037","Momentum","5377.6"
"Ireland","2037","Instant replacement zero migration","5429.856"
"Ireland","2037","Median PI","5455.791"
"Ireland","2037","Upper 80 PI","5561.671"
"Ireland","2037","Lower 80 PI","5345.932"
"Ireland","2037","Upper 95 PI","5618.927"
"Ireland","2037","Lower 95 PI","5293.985"
"Ireland","2036","Medium","5429.691"
"Ireland","2036","High","5608.425"
"Ireland","2036","Low","5250.959"
"Ireland","2036","Constant fertility","5438.269"
"Ireland","2036","Instant replacement","5581.297"
"Ireland","2036","Zero migration","5259.879"
"Ireland","2036","Constant mortality","5383.592"
"Ireland","2036","No change","5392.163"
"Ireland","2036","Momentum","5360.552"
"Ireland","2036","Instant replacement zero migration","5406.506"
"Ireland","2036","Median PI","5429.692"
"Ireland","2036","Upper 80 PI","5526.456"
"Ireland","2036","Lower 80 PI","5327.168"
"Ireland","2036","Upper 95 PI","5579.144"
"Ireland","2036","Lower 95 PI","5279.667"
"Ireland","2035","Medium","5403.354"
"Ireland","2035","High","5565.061"
"Ireland","2035","Low","5241.646"
"Ireland","2035","Constant fertility","5410.746"
"Ireland","2035","Instant replacement","5543.438"
"Ireland","2035","Zero migration","5246.913"
"Ireland","2035","Constant mortality","5363.277"
"Ireland","2035","No change","5370.665"
"Ireland","2035","Momentum","5342.762"
"Ireland","2035","Instant replacement zero migration","5382.721"
"Ireland","2035","Median PI","5403.354"
"Ireland","2035","Upper 80 PI","5491.757"
"Ireland","2035","Lower 80 PI","5309.225"
"Ireland","2035","Upper 95 PI","5539.895"
"Ireland","2035","Lower 95 PI","5265.581"
"Ireland","2034","Medium","5376.684"
"Ireland","2034","High","5521.543"
"Ireland","2034","Low","5231.824"
"Ireland","2034","Constant fertility","5382.976"
"Ireland","2034","Instant replacement","5505.425"
"Ireland","2034","Zero migration","5233.407"
"Ireland","2034","Constant mortality","5342.286"
"Ireland","2034","No change","5348.574"
"Ireland","2034","Momentum","5324.211"
"Ireland","2034","Instant replacement zero migration","5358.525"
"Ireland","2034","Median PI","5376.684"
"Ireland","2034","Upper 80 PI","5457.154"
"Ireland","2034","Lower 80 PI","5291.137"
"Ireland","2034","Upper 95 PI","5499.331"
"Ireland","2034","Lower 95 PI","5251.758"
"Ireland","2033","Medium","5349.663"
"Ireland","2033","High","5477.856"
"Ireland","2033","Low","5221.472"
"Ireland","2033","Constant fertility","5354.99"
"Ireland","2033","Instant replacement","5467.298"
"Ireland","2033","Zero migration","5219.333"
"Ireland","2033","Constant mortality","5320.562"
"Ireland","2033","No change","5325.883"
"Ireland","2033","Momentum","5304.89"
"Ireland","2033","Instant replacement zero migration","5333.941"
"Ireland","2033","Median PI","5349.663"
"Ireland","2033","Upper 80 PI","5422.825"
"Ireland","2033","Lower 80 PI","5272.893"
"Ireland","2033","Upper 95 PI","5459.446"
"Ireland","2033","Lower 95 PI","5238.923"
"Ireland","2032","Medium","5322.355"
"Ireland","2032","High","5434.065"
"Ireland","2032","Low","5210.646"
"Ireland","2032","Constant fertility","5326.78"
"Ireland","2032","Instant replacement","5429.056"
"Ireland","2032","Zero migration","5204.729"
"Ireland","2032","Constant mortality","5298.155"
"Ireland","2032","No change","5302.578"
"Ireland","2032","Momentum","5284.782"
"Ireland","2032","Instant replacement zero migration","5308.949"
"Ireland","2032","Median PI","5322.356"
"Ireland","2032","Upper 80 PI","5388.293"
"Ireland","2032","Lower 80 PI","5254.015"
"Ireland","2032","Upper 95 PI","5421.285"
"Ireland","2032","Lower 95 PI","5224.485"
"Ireland","2031","Medium","5294.736"
"Ireland","2031","High","5391.77"
"Ireland","2031","Low","5197.701"
"Ireland","2031","Constant fertility","5298.349"
"Ireland","2031","Instant replacement","5390.7"
"Ireland","2031","Zero migration","5189.559"
"Ireland","2031","Constant mortality","5275.038"
"Ireland","2031","No change","5278.651"
"Ireland","2031","Momentum","5263.858"
"Ireland","2031","Instant replacement zero migration","5283.533"
"Ireland","2031","Median PI","5294.736"
"Ireland","2031","Upper 80 PI","5353.388"
"Ireland","2031","Lower 80 PI","5234.399"
"Ireland","2031","Upper 95 PI","5383.09"
"Ireland","2031","Lower 95 PI","5207.948"
"Ireland","2030","Medium","5266.881"
"Ireland","2030","High","5351.022"
"Ireland","2030","Low","5182.738"
"Ireland","2030","Constant fertility","5269.704"
"Ireland","2030","Instant replacement","5352.23"
"Ireland","2030","Zero migration","5173.891"
"Ireland","2030","Constant mortality","5251.272"
"Ireland","2030","No change","5254.095"
"Ireland","2030","Momentum","5242.085"
"Ireland","2030","Instant replacement zero migration","5257.689"
"Ireland","2030","Median PI","5266.88"
"Ireland","2030","Upper 80 PI","5318.9"
"Ireland","2030","Lower 80 PI","5214.945"
"Ireland","2030","Upper 95 PI","5344.284"
"Ireland","2030","Lower 95 PI","5190.675"
"Ireland","2029","Medium","5238.739"
"Ireland","2029","High","5310.116"
"Ireland","2029","Low","5167.361"
"Ireland","2029","Constant fertility","5240.83"
"Ireland","2029","Instant replacement","5313.62"
"Ireland","2029","Zero migration","5157.666"
"Ireland","2029","Constant mortality","5226.769"
"Ireland","2029","No change","5228.86"
"Ireland","2029","Momentum","5219.404"
"Ireland","2029","Instant replacement zero migration","5231.378"
"Ireland","2029","Median PI","5238.74"
"Ireland","2029","Upper 80 PI","5284.34"
"Ireland","2029","Lower 80 PI","5195.178"
"Ireland","2029","Upper 95 PI","5305.68"
"Ireland","2029","Lower 95 PI","5172.993"
"Ireland","2028","Medium","5210.188"
"Ireland","2028","High","5268.904"
"Ireland","2028","Low","5151.471"
"Ireland","2028","Constant fertility","5211.663"
"Ireland","2028","Instant replacement","5274.792"
"Ireland","2028","Zero migration","5140.76"
"Ireland","2028","Constant mortality","5201.383"
"Ireland","2028","No change","5202.859"
"Ireland","2028","Momentum","5195.715"
"Ireland","2028","Instant replacement zero migration","5204.52"
"Ireland","2028","Median PI","5210.188"
"Ireland","2028","Upper 80 PI","5248.674"
"Ireland","2028","Lower 80 PI","5173.898"
"Ireland","2028","Upper 95 PI","5266.391"
"Ireland","2028","Lower 95 PI","5154.311"
"Ireland","2027","Medium","5181.143"
"Ireland","2027","High","5227.27"
"Ireland","2027","Low","5135.02"
"Ireland","2027","Constant fertility","5182.114"
"Ireland","2027","Instant replacement","5235.632"
"Ireland","2027","Zero migration","5123.096"
"Ireland","2027","Constant mortality","5175.017"
"Ireland","2027","No change","5175.984"
"Ireland","2027","Momentum","5170.887"
"Ireland","2027","Instant replacement zero migration","5177.01"
"Ireland","2027","Median PI","5181.143"
"Ireland","2027","Upper 80 PI","5212.297"
"Ireland","2027","Lower 80 PI","5151.289"
"Ireland","2027","Upper 95 PI","5226.582"
"Ireland","2027","Lower 95 PI","5134.819"
"Ireland","2026","Medium","5151.399"
"Ireland","2026","High","5187.315"
"Ireland","2026","Low","5115.483"
"Ireland","2026","Constant fertility","5152.038"
"Ireland","2026","Instant replacement","5195.961"
"Ireland","2026","Zero migration","5104.477"
"Ireland","2026","Constant mortality","5147.464"
"Ireland","2026","No change","5148.101"
"Ireland","2026","Momentum","5144.747"
"Ireland","2026","Instant replacement zero migration","5148.677"
"Ireland","2026","Median PI","5151.398"
"Ireland","2026","Upper 80 PI","5175.916"
"Ireland","2026","Lower 80 PI","5127.423"
"Ireland","2026","Upper 95 PI","5187.591"
"Ireland","2026","Lower 95 PI","5114.572"
"Ireland","2025","Medium","5120.867"
"Ireland","2025","High","5148.917"
"Ireland","2025","Low","5092.815"
"Ireland","2025","Constant fertility","5121.265"
"Ireland","2025","Instant replacement","5155.574"
"Ireland","2025","Zero migration","5084.801"
"Ireland","2025","Constant mortality","5118.644"
"Ireland","2025","No change","5119.041"
"Ireland","2025","Momentum","5117.087"
"Ireland","2025","Instant replacement zero migration","5119.309"
"Ireland","2025","Median PI","5120.867"
"Ireland","2025","Upper 80 PI","5139.223"
"Ireland","2025","Lower 80 PI","5102.509"
"Ireland","2025","Upper 95 PI","5148.445"
"Ireland","2025","Lower 95 PI","5093.204"
"Ireland","2024","Medium","5089.478"
"Ireland","2024","High","5109.62"
"Ireland","2024","Low","5069.334"
"Ireland","2024","Constant fertility","5089.62"
"Ireland","2024","Instant replacement","5114.264"
"Ireland","2024","Zero migration","5064.007"
"Ireland","2024","Constant mortality","5088.48"
"Ireland","2024","No change","5088.622"
"Ireland","2024","Momentum","5087.712"
"Ireland","2024","Instant replacement zero migration","5088.706"
"Ireland","2024","Median PI","5089.478"
"Ireland","2024","Upper 80 PI","5101.95"
"Ireland","2024","Lower 80 PI","5076.765"
"Ireland","2024","Upper 95 PI","5108.586"
"Ireland","2024","Lower 95 PI","5070.418"
"Ireland","2023","Medium","5056.935"
"Ireland","2023","High","5069.095"
"Ireland","2023","Low","5044.773"
"Ireland","2023","Constant fertility","5056.943"
"Ireland","2023","Instant replacement","5071.823"
"Ireland","2023","Zero migration","5041.813"
"Ireland","2023","Constant mortality","5056.681"
"Ireland","2023","No change","5056.69"
"Ireland","2023","Momentum","5056.431"
"Ireland","2023","Instant replacement zero migration","5056.681"
"Ireland","2023","Median PI","5056.934"
"Ireland","2023","Upper 80 PI","5064.211"
"Ireland","2023","Lower 80 PI","5049.495"
"Ireland","2023","Upper 95 PI","5068.135"
"Ireland","2023","Lower 95 PI","5045.881"
"Ireland","2022","Medium","5023.109"
"Ireland","2022","High","5027.182"
"Ireland","2022","Low","5019.035"
"Ireland","2022","Constant fertility","5023.109"
"Ireland","2022","Instant replacement","5028.093"
"Ireland","2022","Zero migration","5018.103"
"Ireland","2022","Constant mortality","5023.109"
"Ireland","2022","No change","5023.109"
"Ireland","2022","Momentum","5023.088"
"Ireland","2022","Instant replacement zero migration","5023.088"
"Ireland","2022","Median PI","5023.108"
"Ireland","2022","Upper 80 PI","5025.545"
"Ireland","2022","Lower 80 PI","5020.652"
"Ireland","2022","Upper 95 PI","5026.783"
"Ireland","2022","Lower 95 PI","5019.508"
"Ireland","2021","Medium","4986.526"
"Ireland","2020","Medium","4946.119"
"Ireland","2019","Medium","4896.019"
"Ireland","2018","Medium","4834.507"
"Ireland","2017","Medium","4771.854"
"Ireland","2016","Medium","4715.788"
"Ireland","2015","Medium","4665.76"
"Ireland","2014","Medium","4622.167"
"Ireland","2013","Medium","4588.832"
"Ireland","2012","Medium","4564.55"
"Ireland","2011","Medium","4544.501"
"Ireland","2010","Medium","4524.585"
"Ireland","2009","Medium","4499.792"
"Ireland","2008","Medium","4452.392"
"Ireland","2007","Medium","4359.834"
"Ireland","2006","Medium","4234.806"
"Ireland","2005","Medium","4121.216"
"Ireland","2004","Medium","4031.954"
"Ireland","2003","Medium","3958.705"
"Ireland","2002","Medium","3894.258"
"Ireland","2001","Medium","3829.018"
"Ireland","2000","Medium","3768.95"
"Ireland","1999","Medium","3719.912"
"Ireland","1998","Medium","3678.667"
"Ireland","1997","Medium","3640.15"
"Ireland","1996","Medium","3606.728"
"Ireland","1995","Medium","3579.482"
"Ireland","1994","Medium","3559.398"
"Ireland","1993","Medium","3545.7"
"Ireland","1992","Medium","3528.367"
"Ireland","1991","Medium","3504.805"
"Ireland","1990","Medium","3485.374"
"Ireland","1989","Medium","3483.314"
"Ireland","1988","Medium","3498.03"
"Ireland","1987","Medium","3513.7"
"Ireland","1986","Medium","3515.669"
"Ireland","1985","Medium","3505.769"
"Ireland","1984","Medium","3490.931"
"Ireland","1983","Medium","3472.903"
"Ireland","1982","Medium","3451.212"
"Ireland","1981","Medium","3424.827"
"Ireland","1980","Medium","3391.387"
"Ireland","1979","Medium","3351.898"
"Ireland","1978","Medium","3305.571"
"Ireland","1977","Medium","3254.662"
"Ireland","1976","Medium","3205.753"
"Ireland","1975","Medium","3157.919"
"Ireland","1974","Medium","3110.099"
"Ireland","1973","Medium","3062.023"
"Ireland","1972","Medium","3013.998"
"Ireland","1971","Medium","2969.397"
"Ireland","1970","Medium","2937.637"
"Ireland","1969","Medium","2917.184"
"Ireland","1968","Medium","2899.643"
"Ireland","1967","Medium","2882.745"
"Ireland","1966","Medium","2867.003"
"Ireland","1965","Medium","2852.401"
"Ireland","1964","Medium","2837.436"
"Ireland","1963","Medium","2824.089"
"Ireland","1962","Medium","2813.067"
"Ireland","1961","Medium","2807.005"
"Ireland","1960","Medium","2811.067"
"Ireland","1959","Medium","2823.465"
"Ireland","1958","Medium","2838.758"
"Ireland","1957","Medium","2854.323"
"Ireland","1956","Medium","2869.649"
"Ireland","1955","Medium","2886.368"
"Ireland","1954","Medium","2902.78"
"Ireland","1953","Medium","2917.037"
"Ireland","1952","Medium","2929.379"
"Ireland","1951","Medium","2924.705"
"Ireland","1950","Medium","2906.599"

